 16  3  1185
   1     124.0     227.0        1932         790       .30
   2     474.0     364.0   55  110    0   55       .35
   3     360.0     164.0  126  189    0   63       .14
   4     282.0     277.0   83  166    0   83       .17
   5     326.0     377.0   95  190    0   95       .36
   6      64.0     249.0  104  156    0   52       .25
   7     410.0      92.0   22   33    0   11       .48
   8     153.0     165.0  142  213    0   71       .33
   9     470.0     365.0  116  174    0   58       .33
  10     325.0     476.0   68  102    0   34       .38
  11     226.0      92.0  126  189    0   63       .37
  12      33.0     105.0   36   72    0   36       .26
  13      15.0      46.0   83  166    0   83       .35
  14     226.0      45.0   10   20    0   10       .38
  15     316.0     162.0   30   60    0   30       .13
  16     347.0     190.0   46   92    0   46       .34
