 51  3  3645
   1     436.0     498.0        6026        2430       .30
   2     391.0      96.0   84  168    0   84       .23
   3     268.0     146.0   36   54    0   18       .32
   4     358.0     133.0   44   66    0   22       .33
   5      12.0     256.0   26   39    0   13       .23
   6     165.0     108.0   44   66    0   22       .18
   7     172.0      15.0  158  237    0   79       .29
   8     492.0     239.0   78  156    0   78       .42
   9     276.0     382.0   92  138    0   46       .42
  10     241.0     446.0   36   72    0   36       .24
  11     272.0      16.0   72  144    0   72       .43
  12     453.0     141.0   24   48    0   24       .18
  13     124.0       8.0   10   20    0   10       .22
  14     210.0     132.0   30   45    0   15       .24
  15     298.0     210.0   94  141    0   47       .31
  16      63.0     237.0   54   81    0   27       .22
  17      73.0      51.0  174  261    0   87       .38
  18     152.0     155.0   32   64    0   32       .13
  19     454.0     428.0  132  198    0   66       .43
  20     372.0     460.0   68  136    0   68       .37
  21      14.0     310.0   44   66    0   22       .17
  22      71.0     355.0  180  270    0   90       .45
  23     134.0     326.0   70  140    0   70       .46
  24      49.0     265.0   83  166    0   83       .22
  25     189.0     175.0  198  297    0   99       .28
  26     199.0     415.0   24   48    0   24       .21
  27     404.0     276.0  138  207    0   69       .47
  28      87.0     247.0  182  273    0   91       .32
  29     434.0     261.0   98  147    0   49       .16
  30     260.0      44.0   45   90    0   45       .10
  31     251.0     158.0   55  110    0   55       .14
  32     406.0     258.0   90  180    0   90       .35
  33     429.0      76.0   46   69    0   23       .35
  34     438.0     397.0  102  153    0   51       .29
  35     498.0      44.0   24   48    0   24       .24
  36     237.0     250.0   23   46    0   23       .21
  37     435.0     304.0   83  166    0   83       .23
  38     227.0     356.0   90  135    0   45       .33
  39     450.0      29.0  140  210    0   70       .46
  40     277.0       1.0   15   30    0   15       .36
  41     280.0      87.0   68  136    0   68       .29
  42     240.0     279.0   40   60    0   20       .43
  43     416.0     311.0   99  198    0   99       .19
  44      43.0     256.0  116  174    0   58       .31
  45     209.0     163.0   37   74    0   37       .31
  46     324.0     196.0   24   48    0   24       .39
  47     260.0     123.0   10   20    0   10       .23
  48     442.0     444.0   20   30    0   10       .44
  49     320.0      11.0   76  152    0   76       .39
  50     305.0     435.0   34   68    0   34       .25
  51     130.0     272.0   54   81    0   27       .37
