11  3  960
   1     224.0     186.0        1540         640       .30
   2     260.0     402.0   78  117    0   39       .33
   3     154.0     205.0   60   90    0   30       .41
   4     173.0     315.0   62   93    0   31       .47
   5     299.0     410.0   67  134    0   67       .36
   6     347.0     275.0  166  249    0   83       .48
   7     399.0     133.0   39   78    0   39       .24
   8      29.0     175.0   89  178    0   89       .48
   9     258.0      63.0   89  178    0   89       .49
  10      54.0      66.0  154  231    0   77       .39
  11      61.0     333.0   96  192    0   96       .17
