 46  3  3525
   1     275.0     179.0        5746        2350       .30
   2     331.0     139.0   55  110    0   55       .33
   3     277.0     252.0  104  156    0   52       .41
   4     149.0     385.0  100  150    0   50       .47
   5     302.0     403.0   55  110    0   55       .36
   6      37.0     203.0   26   39    0   13       .48
   7     232.0      82.0  120  180    0   60       .24
   8     384.0     219.0   72  108    0   36       .48
   9     432.0      45.0   22   33    0   11       .49
  10     197.0     122.0   89  178    0   89       .39
  11     180.0     303.0   81  162    0   81       .17
  12     458.0     212.0   40   60    0   20       .49
  13     342.0     100.0   61  122    0   61       .32
  14     291.0      27.0   67  134    0   67       .39
  15      60.0     150.0   96  192    0   96       .37
  16     326.0     493.0   31   62    0   31       .29
  17     361.0     481.0  100  150    0   50       .32
  18     462.0     231.0   38   57    0   19       .25
  19     384.0     167.0   42   84    0   42       .17
  20     207.0     281.0  148  222    0   74       .24
  21     364.0      40.0   60  120    0   60       .45
  22     268.0      76.0  102  153    0   51       .24
  23     121.0     196.0   88  176    0   88       .28
  24      50.0     410.0  148  222    0   74       .31
  25     494.0     232.0   25   50    0   25       .22
  26     318.0      81.0   73  146    0   73       .24
  27     367.0     209.0  170  255    0   85       .34
  28     260.0      41.0  168  252    0   84       .38
  29     274.0     162.0   10   20    0   10       .42
  30     364.0      50.0   53  106    0   53       .12
  31      74.0     187.0   51  102    0   51       .31
  32     357.0     257.0  160  240    0   80       .14
  33     171.0     279.0   13   26    0   13       .15
  34     245.0     141.0   78  117    0   39       .25
  35     447.0     304.0   17   34    0   17       .42
  36     497.0      54.0   95  190    0   95       .26
  37      22.0     276.0   74  111    0   37       .35
  38     438.0     133.0   32   64    0   32       .43
  39     174.0     326.0   24   48    0   24       .32
  40     301.0     377.0   33   66    0   33       .21
  41     258.0      78.0  140  210    0   70       .24
  42      33.0     382.0   50  100    0   50       .15
  43     145.0     238.0   88  132    0   44       .15
  44     193.0     307.0   19   38    0   19       .37
  45     493.0     223.0  194  291    0   97       .33
  46     188.0     291.0   84  168    0   84       .35
