 31  3  2710
   1     162.0     132.0        4453        1807       .30
   2     190.0     411.0   58  116    0   58       .35
   3     366.0     459.0  192  288    0   96       .14
   4     439.0     120.0  162  243    0   81       .17
   5     161.0     415.0  130  195    0   65       .36
   6     407.0     193.0   82  123    0   41       .25
   7     477.0     153.0   76  152    0   76       .48
   8     237.0     373.0   26   39    0   13       .33
   9       7.0     179.0   10   20    0   10       .33
  10     341.0     372.0  132  198    0   66       .38
  11     270.0     283.0  148  222    0   74       .37
  12     138.0      37.0   77  154    0   77       .26
  13     297.0     216.0   99  198    0   99       .35
  14     144.0      24.0   95  190    0   95       .38
  15     409.0     330.0   76  152    0   76       .13
  16        .0     344.0  184  276    0   92       .34
  17     115.0     484.0  164  246    0   82       .27
  18     202.0      53.0   19   38    0   19       .16
  19     278.0     482.0   42   63    0   21       .37
  20     253.0      45.0   96  192    0   96       .23
  21     158.0     407.0  138  207    0   69       .24
  22     384.0     248.0   50   75    0   25       .39
  23     182.0     420.0   85  170    0   85       .41
  24     295.0      97.0   36   72    0   36       .34
  25     362.0     127.0   13   26    0   13       .47
  26     254.0     147.0  158  237    0   79       .32
  27     494.0     304.0   70  105    0   35       .44
  28     385.0     409.0   29   58    0   29       .13
  29     331.0     245.0   56  112    0   56       .23
  30      63.0      29.0   99  198    0   99       .11
  31      10.0     142.0   44   88    0   44       .18
